ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
2889;MX-2021-135286;10/06/2021;15/06/2021;Classe padrão;GS-14485;Gabriela Souza;Grande Empresa;Chinautla;Guatemala;Guatemala;Central;MAT-PA-10002516;Material de escritório;Papel;Eaton Cadernetas, Premium;183,2;2;0;10,8
2890;MX-2018-116281;08/11/2018;12/11/2018;Classe padrão;DC-13075;Douglas Carvalho;Grande Empresa;Portoviejo;Manabi;Equador;Sul;MAT-AR-10004134;Material de escritório;Armazenamento;Smead Caixa, Tamanho real;360;5;0;82
2891;MX-2020-111654;20/12/2020;25/12/2020;Classe padrão;MG-18340;Marina Goncalves;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AR-10004653;Material de escritório;Armazenamento;Tenex Pastas, Metal;1040,2;7;0;364
2892;MX-2020-111654;20/12/2020;25/12/2020;Classe padrão;MG-18340;Marina Goncalves;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AR-10004677;Material de escritório;Arte;Crayola Apontador, Tamanhos variados;597;3;0;89,4
2893;MX-2020-111654;20/12/2020;25/12/2020;Classe padrão;MG-18340;Marina Goncalves;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AC-10004091;Material de escritório;Eletrônicos;Breville Moedor de café, Branco;3600;9;0;720
2894;MX-2020-111654;20/12/2020;25/12/2020;Classe padrão;MG-18340;Marina Goncalves;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-FI-10001212;Material de escritório;Fichários;Acco Divisórias, Transparente;107,2;2;0;44,8
2895;MX-2020-163510;18/06/2020;23/06/2020;Classe padrão;KP-16300;Kaua Pereira;Grande Empresa;Cárdenas;Matanzas;Cuba;Caribe;TEC-TE-10004447;Tecnologia;Telefones;Apple Telefone do escritório, Tamanhos variados;454,2;1;0;222,4
2896;US-2018-125689;16/09/2018;21/09/2018;Classe padrão;DC-12895;Diego Costa;Varejo;David;Chiriquí;Panamá;Central;MAT-MA-10005000;Material de escritório;Materiais;Fiskars Cortador de papel, Industrial;527,04;3;0,4;-9,36
2897;US-2018-125689;16/09/2018;21/09/2018;Classe padrão;DC-12895;Diego Costa;Varejo;David;Chiriquí;Panamá;Central;MAT-AC-10004810;Material de escritório;Eletrônicos;KitchenAid Geladeira, Vermelho;6335,28;3;0,4;-3168,12
2898;MX-2021-126571;30/04/2021;02/05/2021;Segunda classe;LL-17725;Luis Lima;Varejo;Mejicanos;San Salvador;El Salvador;Central;MÓV-CA-10002428;Móveis;Cadeiras;HON Cadeira de balanço, Vermelho;870,8;1;0;60,8
2899;MX-2021-126571;30/04/2021;02/05/2021;Segunda classe;LL-17725;Luis Lima;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-FI-10003320;Material de escritório;Fichários;Ibico Divisórias, Reciclado;370,8;6;0;48
2900;MX-2020-160892;19/10/2020;25/10/2020;Classe padrão;CG-12100;Camila Goncalves;Pequenas e Medias Empresas;Londrina;Paraná;Brasil;Sul;MAT-FI-10002102;Material de escritório;Fichários;Ibico Reforço para fichário, Econômico;186,4;4;0;0
2901;MX-2018-106117;24/09/2018;27/09/2018;Primeira classe;LG-17215;Letícia Goncalves;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MAT-FI-10002905;Material de escritório;Fichários;Cardinal Pasta argolada, Econômico;461;5;0;225
2902;MX-2018-106117;24/09/2018;27/09/2018;Primeira classe;LG-17215;Letícia Goncalves;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MAT-EN-10003541;Material de escritório;Envelopes;GlobeWeis Fita dupla face, Vermelho;498,6;3;0;94,2
2903;US-2019-142216;25/04/2019;01/05/2019;Classe padrão;AC-10180;Alex Costa;Pequenas e Medias Empresas;San Justo;Santa Fé;Argentina;Sul;MÓV-MÓ-10000550;Móveis;Móveis;Deflect-O Caixa para correspondência, Preto;505,8;5;0,4;-329,2
2904;US-2019-142216;25/04/2019;01/05/2019;Classe padrão;AC-10180;Alex Costa;Pequenas e Medias Empresas;San Justo;Santa Fé;Argentina;Sul;MAT-EN-10003196;Material de escritório;Envelopes;GlobeWeis Fita dupla face, Prata;380,64;4;0,4;-51,36
2905;MX-2019-128755;27/12/2019;31/12/2019;Classe padrão;KO-16285;Kauã Oliveira;Pequenas e Medias Empresas;Camagüey;Camagüey;Cuba;Caribe;TEC-AC-10004216;Tecnologia;Acessórios;SanDisk Roteador, Econômico;6836;4;0;3280,8
2906;MX-2019-128755;27/12/2019;31/12/2019;Classe padrão;KO-16285;Kauã Oliveira;Pequenas e Medias Empresas;Camagüey;Camagüey;Cuba;Caribe;MAT-AR-10000003;Material de escritório;Arte;Boston Marcadores de texto, Tamanhos variados;147;1;0;39,6
2907;MX-2020-167738;08/11/2020;12/11/2020;Segunda classe;RC-19630;Rafael Castro;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MAT-PA-10004531;Material de escritório;Papel;Green Bar Artigos de papelaria, Reciclado;1610;5;0;305
2908;MX-2020-167738;08/11/2020;12/11/2020;Segunda classe;RC-19630;Rafael Castro;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MÓV-CA-10000803;Móveis;Cadeiras;Office Star Cadeira de balanço, Par;1527,04;2;0,2;57,04
2909;MX-2018-141397;24/09/2018;29/09/2018;Classe padrão;JR-15520;Joao Rocha;Varejo;Teresópolis;Rio de Janeiro;Brasil;Sul;MÓV-ES-10004940;Móveis;Estantes;Bush Estante tradicional, Branco;11072;4;0;4207,2
2910;MX-2018-141397;24/09/2018;29/09/2018;Classe padrão;JR-15520;Joao Rocha;Varejo;Teresópolis;Rio de Janeiro;Brasil;Sul;MÓV-CA-10004736;Móveis;Cadeiras;Office Star Banqueta, Preto;3430,2;3;0;205,8
2911;MX-2019-128188;16/10/2019;20/10/2019;Classe padrão;KS-16360;Kauã Sousa;Varejo;Camagüey;Camagüey;Cuba;Caribe;MAT-FI-10001531;Material de escritório;Fichários;Avery Encadernadora, Reciclado;656;2;0;144
2912;MX-2019-128188;16/10/2019;20/10/2019;Classe padrão;KS-16360;Kauã Sousa;Varejo;Camagüey;Camagüey;Cuba;Caribe;TEC-AC-10004300;Tecnologia;Acessórios;Logitech Pen drive, Programável;213,4;1;0;19,2
2913;MX-2021-113292;30/12/2021;03/01/2022;Classe padrão;EB-13975;Evelyn Barbosa;Grande Empresa;Tijuana;Baixa Califórnia;México;Norte;MÓV-MÓ-10004557;Móveis;Móveis;Tenex Moldura, Premium;2172;5;0,4;253
2914;MX-2021-113292;30/12/2021;03/01/2022;Classe padrão;EB-13975;Evelyn Barbosa;Grande Empresa;Tijuana;Baixa Califórnia;México;Norte;MAT-CO-10004198;Material de escritório;Colchetes;Accos Clips de papel, Tamanhos variados;383;5;0;0
2915;MX-2019-163279;02/06/2019;04/06/2019;Segunda classe;RR-19930;Rebeca Ribeiro;Varejo;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MAT-FI-10001099;Material de escritório;Fichários;Wilson Jones Pasta argolada, Transparente;166,4;2;0;38
2916;MX-2019-163279;02/06/2019;04/06/2019;Segunda classe;RR-19930;Rebeca Ribeiro;Varejo;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MÓV-MÓ-10003156;Móveis;Móveis;Rubbermaid Relógio de parede, Embalagem multipack;1004,4;3;0;160,2
2917;MX-2019-163279;02/06/2019;04/06/2019;Segunda classe;RR-19930;Rebeca Ribeiro;Varejo;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MAT-EN-10004627;Material de escritório;Envelopes;Kraft Envelope com fecho, Vermelho;167,2;2;0;14,8
2918;MX-2019-163279;02/06/2019;04/06/2019;Segunda classe;RR-19930;Rebeca Ribeiro;Varejo;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;TEC-AC-10002156;Tecnologia;Acessórios;Logitech Teclado, Durável;968,8;2;0;96,8
2919;MX-2019-163279;02/06/2019;04/06/2019;Segunda classe;RR-19930;Rebeca Ribeiro;Varejo;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MAT-ET-10001115;Material de escritório;Etiquetas;Avery Etiquetas de envio, Durável;571,2;7;0;28
2920;MX-2019-105522;20/12/2019;22/12/2019;Primeira classe;GC-14635;Giovana Castro;Grande Empresa;Milpa Alta;Distrito Federal;México;Norte;MAT-FI-10000495;Material de escritório;Fichários;Cardinal Perfurador, Durável;606;3;0;139,2
2921;MX-2021-151218;16/04/2021;18/04/2021;Primeira classe;PA-19405;Paulo Almeida;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-PA-10000521;Material de escritório;Papel;Enermax Caderno, Embalagem com 12;652,8;3;0;156,6
2922;MX-2021-151218;16/04/2021;18/04/2021;Primeira classe;PA-19405;Paulo Almeida;Varejo;San Salvador;San Salvador;El Salvador;Central;MÓV-MÓ-10002392;Móveis;Móveis;Eldon Caixa para correspondência, Preto;210;1;0;33,6
2923;MX-2021-151218;16/04/2021;18/04/2021;Primeira classe;PA-19405;Paulo Almeida;Varejo;San Salvador;San Salvador;El Salvador;Central;MÓV-ES-10002848;Móveis;Estantes;Safco Par, Metal;1985,6;2;0;754,4
2924;MX-2021-151218;16/04/2021;18/04/2021;Primeira classe;PA-19405;Paulo Almeida;Varejo;San Salvador;San Salvador;El Salvador;Central;MÓV-ES-10000146;Móveis;Estantes;Sauder Par, Branco;3995,2;4;0;1477,6
2925;MX-2021-151218;16/04/2021;18/04/2021;Primeira classe;PA-19405;Paulo Almeida;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-PA-10004606;Material de escritório;Papel;Green Bar Cadernetas, Premium;226;2;0;92,4
2926;MX-2021-151218;16/04/2021;18/04/2021;Primeira classe;PA-19405;Paulo Almeida;Varejo;San Salvador;San Salvador;El Salvador;Central;MÓV-CA-10002633;Móveis;Cadeiras;Novimex Poltrona, Vermelho;6106;2;0;2381,2
2927;MX-2020-140144;27/04/2020;02/05/2020;Classe padrão;JC-16090;Júlio Costa;Varejo;Managua;Managua;Nicarágua;Central;TEC-CO-10004221;Tecnologia;Copiadoras;Canon Fax e copiadora, Par;3819,1464;3;0,002;795,7464
2928;MX-2020-140144;27/04/2020;02/05/2020;Classe padrão;JC-16090;Júlio Costa;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10002113;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Durável;143,2;2;0;27,2
2929;MX-2020-140144;27/04/2020;02/05/2020;Classe padrão;JC-16090;Júlio Costa;Varejo;Managua;Managua;Nicarágua;Central;MAT-AR-10000604;Material de escritório;Armazenamento;Eldon Caixa, Metal;311;5;0;121
2930;MX-2021-135874;20/08/2021;26/08/2021;Classe padrão;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10001360;Material de escritório;Colchetes;Stockwell Clips de papel, Embalagem tipo bulk;222,24;3;0,2;19,44
2931;MX-2020-130883;24/07/2020;29/07/2020;Classe padrão;RL-20170;Ryan Lima;Varejo;Manzanillo;Granma;Cuba;Caribe;MAT-PA-10001844;Material de escritório;Papel;Green Bar Papel de pergaminho, Multicolorido;723,6;6;0;230,4
2932;MX-2020-130883;24/07/2020;29/07/2020;Classe padrão;RL-20170;Ryan Lima;Varejo;Manzanillo;Granma;Cuba;Caribe;MAT-FI-10000837;Material de escritório;Fichários;Wilson Jones Encadernadora, Durável;1345,6;4;0;120,8
2933;MX-2020-130883;24/07/2020;29/07/2020;Classe padrão;RL-20170;Ryan Lima;Varejo;Manzanillo;Granma;Cuba;Caribe;MÓV-CA-10003610;Móveis;Cadeiras;Office Star Protetor de piso, Vermelho;1316,4;3;0;171
2934;MX-2020-130883;24/07/2020;29/07/2020;Classe padrão;RL-20170;Ryan Lima;Varejo;Manzanillo;Granma;Cuba;Caribe;MAT-FI-10002692;Material de escritório;Fichários;Wilson Jones Capa para fichário, Transparente;71;1;0;29
2935;MX-2020-130883;24/07/2020;29/07/2020;Classe padrão;RL-20170;Ryan Lima;Varejo;Manzanillo;Granma;Cuba;Caribe;TEC-CO-10003348;Tecnologia;Copiadoras;Canon Copiadora, Digital;3483,4192;2;0,002;237,0192
2936;MX-2019-114622;01/11/2019;03/11/2019;Segunda classe;AS-10360;Alice Silva;Grande Empresa;Santarém;Pará;Brasil;Sul;MÓV-MÓ-10002503;Móveis;Móveis;Advantus Peso de porta, Durável;841,2;3;0;42
2937;MX-2019-114622;01/11/2019;03/11/2019;Segunda classe;AS-10360;Alice Silva;Grande Empresa;Santarém;Pará;Brasil;Sul;MAT-PA-10000202;Material de escritório;Papel;Xerox Artigos de papelaria, Reciclado;897,6;3;0;412,8
2938;US-2018-111997;29/11/2018;05/12/2018;Classe padrão;NM-19165;Nicolas Martins;Varejo;Salta;Salta;Argentina;Sul;MÓV-CA-10004743;Móveis;Cadeiras;Novimex Cadeira de praia, Ajustável;775,2;4;0,4;-297,6
2939;US-2021-163741;27/11/2021;03/12/2021;Classe padrão;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Caracas;Distrito Capital;Venezuela;Sul;MAT-AR-10003420;Material de escritório;Armazenamento;Tenex Bandejas, Industrial;437,52;2;0,4;-7,68
2940;US-2021-163741;27/11/2021;03/12/2021;Classe padrão;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Caracas;Distrito Capital;Venezuela;Sul;MAT-PA-10003495;Material de escritório;Papel;Green Bar Artigos de papelaria, Multicolorido;597,6;3;0,4;-259,2
2941;US-2021-163741;27/11/2021;03/12/2021;Classe padrão;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Caracas;Distrito Capital;Venezuela;Sul;MAT-MA-10000372;Material de escritório;Materiais;Kleencut Tesouras, Aço;607,32;7;0,4;-31,08
2942;US-2021-163741;27/11/2021;03/12/2021;Classe padrão;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Caracas;Distrito Capital;Venezuela;Sul;MÓV-ME-10000003;Móveis;Mesas;Lesro Mesa de madeira, Montado;6564,6;7;0,7;-7659,4
2943;US-2021-163741;27/11/2021;03/12/2021;Classe padrão;SP-20620;Sophia Pereira;Pequenas e Medias Empresas;Caracas;Distrito Capital;Venezuela;Sul;TEC-AC-10002501;Tecnologia;Acessórios;Memorex Mouse, Durável;454,08;4;0,4;-257,92
2944;MX-2021-114797;26/12/2021;26/12/2021;No mesmo dia;GP-14680;Giovana Pereira;Varejo;Managua;Managua;Nicarágua;Central;TEC-TE-10002883;Tecnologia;Telefones;Motorola Smart Phone, Tamanho real;2621,4;3;0;52,2
2945;US-2020-130092;26/04/2020;26/04/2020;No mesmo dia;LS-16855;Lavinia Silva;Grande Empresa;San Justo;Santa Fé;Argentina;Sul;MAT-FI-10002363;Material de escritório;Fichários;Ibico Divisórias, Durável;104,1;5;0,7;-211,9
2946;US-2020-130092;26/04/2020;26/04/2020;No mesmo dia;LS-16855;Lavinia Silva;Grande Empresa;San Justo;Santa Fé;Argentina;Sul;MÓV-CA-10000418;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Ajustável;2409,12;6;0,4;-1446,48
2947;US-2020-130092;26/04/2020;26/04/2020;No mesmo dia;LS-16855;Lavinia Silva;Grande Empresa;San Justo;Santa Fé;Argentina;Sul;MÓV-MÓ-10004937;Móveis;Móveis;Tenex Relógio de parede, Preto;1005;5;0,4;-235
2948;US-2020-130092;26/04/2020;26/04/2020;No mesmo dia;LS-16855;Lavinia Silva;Grande Empresa;San Justo;Santa Fé;Argentina;Sul;TEC-AC-10001906;Tecnologia;Acessórios;Logitech Pen drive, Econômico;244,08;2;0,4;-49,12
2949;US-2020-130092;26/04/2020;26/04/2020;No mesmo dia;LS-16855;Lavinia Silva;Grande Empresa;San Justo;Santa Fé;Argentina;Sul;MAT-FI-10000516;Material de escritório;Fichários;Wilson Jones Divisórias, Transparente;23,64;2;0,7;-39,56
2950;US-2020-130092;26/04/2020;26/04/2020;No mesmo dia;LS-16855;Lavinia Silva;Grande Empresa;San Justo;Santa Fé;Argentina;Sul;TEC-CO-10002392;Tecnologia;Copiadoras;Brother Tinta, Vermelho;580,06;1;0,402;-292,94
2951;MX-2018-148845;25/12/2018;01/01/2019;Classe padrão;JO-15730;Julia Oliveira;Varejo;Curitiba;Paraná;Brasil;Sul;MAT-EN-10000801;Material de escritório;Envelopes;Ames Envelope kraft, Vermelho;941;5;0;75
2952;MX-2018-148845;25/12/2018;01/01/2019;Classe padrão;JO-15730;Julia Oliveira;Varejo;Curitiba;Paraná;Brasil;Sul;MÓV-CA-10003272;Móveis;Cadeiras;Office Star Protetor de piso, Preto;845,2;2;0;422,4
2953;MX-2021-113894;11/07/2021;16/07/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;Passo Fundo;Rio Grande do Sul;Brasil;Sul;MAT-ET-10002506;Material de escritório;Etiquetas;Novimex Etiquetas removíveis, Vermelho;258,4;4;0;97,6
2954;MX-2021-113894;11/07/2021;16/07/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;Passo Fundo;Rio Grande do Sul;Brasil;Sul;MAT-AC-10004091;Material de escritório;Eletrônicos;Breville Moedor de café, Branco;800;2;0;160
2955;MX-2021-113894;11/07/2021;16/07/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;Passo Fundo;Rio Grande do Sul;Brasil;Sul;MAT-MA-10003524;Material de escritório;Materiais;Kleencut Régua, Aço;777,6;9;0;262,8
2956;MX-2021-113894;11/07/2021;16/07/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;Passo Fundo;Rio Grande do Sul;Brasil;Sul;MÓV-ES-10000391;Móveis;Estantes;Ikea Biblioteca, Preto;9726,4;4;0;583,2
2957;MX-2021-113894;11/07/2021;16/07/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;Passo Fundo;Rio Grande do Sul;Brasil;Sul;TEC-AC-10004300;Tecnologia;Acessórios;Logitech Pen drive, Programável;640,2;3;0;57,6
2958;MX-2019-165470;28/03/2019;03/04/2019;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;TEC-TE-10003955;Tecnologia;Telefones;Apple Repetidor de sinal, Azul;5466;6;0;272,4
2959;MX-2019-165470;28/03/2019;03/04/2019;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MÓV-MÓ-10000306;Móveis;Móveis;Eldon Relógio de parede, Durável;1499,4;7;0,4;-775,6
2960;MX-2019-165470;28/03/2019;03/04/2019;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MÓV-MÓ-10001068;Móveis;Móveis;Deflect-O Porta retrato, Premium;606,24;3;0,4;90,84
2961;MX-2019-165470;28/03/2019;03/04/2019;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MAT-FI-10002189;Material de escritório;Fichários;Ibico Divisórias, Transparente;167,4;3;0;0
2962;MX-2021-152688;07/12/2021;11/12/2021;Segunda classe;FC-14140;Fábio Cavalcanti;Pequenas e Medias Empresas;San Salvador;San Salvador;El Salvador;Central;TEC-CO-10002822;Tecnologia;Copiadoras;Canon Copiadora, Colorida;12275,7992;7;0,002;5263,1992
2963;US-2018-166436;19/05/2018;24/05/2018;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-ES-10001900;Móveis;Estantes;Sauder Estante tradicional, Tradicional;6975,84;4;0,4;-2092,96
2964;US-2018-166436;19/05/2018;24/05/2018;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-TE-10004766;Tecnologia;Telefones;Nokia Repetidor de sinal, Embalagem tipo bulk;4370,88;6;0,2;-383,52
2965;US-2018-166436;19/05/2018;24/05/2018;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-ET-10001854;Material de escritório;Etiquetas;HON Etiquetas jurídicas, Ajustável;140,16;3;0,2;-11,04
2966;US-2018-166436;19/05/2018;24/05/2018;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-AC-10000354;Material de escritório;Eletrônicos;Breville Geladeira, Preto;13833,6;5;0,2;-2248,4
2967;US-2018-166436;19/05/2018;24/05/2018;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-MÓ-10001468;Móveis;Móveis;Advantus Peso de porta, Premium;436,5;3;0,5;-305,7
2968;US-2018-166436;19/05/2018;24/05/2018;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-AC-10001571;Tecnologia;Acessórios;SanDisk Pen drive, Econômico;210,88;1;0,2;28,88
2969;US-2021-104808;09/06/2021;10/06/2021;Primeira classe;MC-18850;Matilde Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-TE-10003006;Tecnologia;Telefones;Apple Headset, Embalagem tipo bulk;586,8;2;0,4;-39,2
2970;US-2021-104808;09/06/2021;10/06/2021;Primeira classe;MC-18850;Matilde Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-AC-10002133;Tecnologia;Acessórios;Memorex Roteador, Durável;3942,72;4;0,4;-2562,88
2971;MX-2021-141229;20/11/2021;21/11/2021;Primeira classe;GG-14770;Giovanna Gomes;Pequenas e Medias Empresas;Orizaba;Veracruz;México;Norte;MÓV-CA-10004202;Móveis;Cadeiras;Office Star Poltrona, Preto;7440;3;0,2;2697
2972;MX-2021-141229;20/11/2021;21/11/2021;Primeira classe;GG-14770;Giovanna Gomes;Pequenas e Medias Empresas;Orizaba;Veracruz;México;Norte;MAT-FI-10002581;Material de escritório;Fichários;Acco Pasta argolada, Transparente;97,4;1;0;35
2973;US-2019-164945;05/02/2019;11/02/2019;Classe padrão;MS-18865;Matilde Souza;Varejo;El Progreso;Yoro;Honduras;Central;MÓV-MÓ-10003693;Móveis;Móveis;Deflect-O Lâmpada, Premium;70,44;1;0,4;-28,36
2974;MX-2019-100370;25/08/2019;27/08/2019;Primeira classe;DB-12625;Daniel Barbosa;Pequenas e Medias Empresas;Guatemala City;Guatemala;Guatemala;Central;MAT-EN-10000955;Material de escritório;Envelopes;Cameo Fita dupla face, Conjunto de 50;980;7;0;58,8
2975;MX-2019-100370;25/08/2019;27/08/2019;Primeira classe;DB-12625;Daniel Barbosa;Pequenas e Medias Empresas;Guatemala City;Guatemala;Guatemala;Central;MAT-ET-10001153;Material de escritório;Etiquetas;Avery Etiquetas para codificação colorida, Branco;265,8;3;0;0
2976;MX-2018-107195;31/08/2018;07/09/2018;Classe padrão;TL-20875;Thaís Lima;Varejo;Manaus;Amazonas;Brasil;Sul;TEC-TE-10004795;Tecnologia;Telefones;Samsung Telefone do escritório, Tamanho real;2217;5;0;687
2977;MX-2020-153493;24/10/2020;30/10/2020;Classe padrão;LM-17410;Luan Martins;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-FI-10002008;Material de escritório;Fichários;Acco Reforço para fichário, Transparente;204;5;0;87
2978;MX-2020-151939;13/11/2020;15/11/2020;Segunda classe;MP-18625;Martim Pinto;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-AR-10001073;Material de escritório;Armazenamento;Tenex Pratelheiras, Azul;1093,2;3;0;130,8
2979;MX-2020-151939;13/11/2020;15/11/2020;Segunda classe;MP-18625;Martim Pinto;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-AR-10003549;Material de escritório;Armazenamento;Smead Bandejas, Metal;1268;4;0;265,6
2980;MX-2020-151022;02/08/2020;05/08/2020;Primeira classe;RP-19765;Rafaela Pereira;Grande Empresa;Recife;Pernambuco;Brasil;Sul;TEC-CO-10004361;Tecnologia;Copiadoras;Hewlett Copiadora, Par;3508,5688;2;0,002;203,7688
2981;MX-2021-139934;17/03/2021;21/03/2021;Classe padrão;RD-19900;Rebeca Dias;Varejo;Cidade do México;Distrito Federal;México;Norte;TEC-TE-10002071;Tecnologia;Telefones;Samsung Smart Phone, Azul;2464,8;3;0;763,8
2982;MX-2020-128090;30/07/2020;05/08/2020;Classe padrão;BC-10990;Beatrice Cunha;Grande Empresa;Cochabamba;Cochabamba;Bolívia;Sul;MAT-EN-10001223;Material de escritório;Envelopes;Cameo Envelope profissional, Conjunto de 50;113;1;0;37,2
2983;MX-2019-114860;17/10/2019;22/10/2019;Segunda classe;AM-10615;Ana Martins;Grande Empresa;Orizaba;Veracruz;México;Norte;MÓV-ME-10000440;Móveis;Mesas;Chromcraft Mesa para computador, Branco;4753,28;2;0,2;1425,68
2984;MX-2020-110786;17/04/2020;23/04/2020;Classe padrão;DM-12655;Daniel Martins;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;TEC-CO-10000864;Tecnologia;Copiadoras;HP Fax e copiadora, Digital;3443,6988;3;0,002;62,0988
2985;MX-2018-124170;21/04/2018;24/04/2018;Segunda classe;BA-11320;Brenda Almeida;Pequenas e Medias Empresas;Guadalajara;Jalisco;México;Norte;MAT-AR-10004005;Material de escritório;Arte;Boston Bloco de desenho, Embalagem tipo bulk;325,8;1;0;35,8
2986;MX-2018-124170;21/04/2018;24/04/2018;Segunda classe;BA-11320;Brenda Almeida;Pequenas e Medias Empresas;Guadalajara;Jalisco;México;Norte;TEC-AC-10001101;Tecnologia;Acessórios;Logitech Teclado numérico, Programável;1275,2;4;0;586,4
2987;US-2019-155453;06/06/2019;10/06/2019;Classe padrão;RB-19990;Renan Barros;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-MÓ-10000880;Móveis;Móveis;Tenex Moldura, Durável;856,08;2;0,4;-157,12
2988;US-2019-155453;06/06/2019;10/06/2019;Classe padrão;RB-19990;Renan Barros;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-PA-10004384;Material de escritório;Papel;Xerox Caderno, Reciclado;840,96;8;0,4;-224,64
2989;US-2020-161312;05/11/2020;07/11/2020;Segunda classe;MR-17995;Manuela Rocha;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-CO-10003064;Tecnologia;Copiadoras;Sharp Copiadora, Colorida;3843,8064;3;0,202;-876,9936
2990;US-2020-161312;05/11/2020;07/11/2020;Segunda classe;MR-17995;Manuela Rocha;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-ES-10000191;Móveis;Estantes;Safco Conjunto de pratelheiras, Metal;7063,2;9;0,4;-4591,8
2991;US-2020-161312;05/11/2020;07/11/2020;Segunda classe;MR-17995;Manuela Rocha;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-FI-10001314;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Durável;160,8;5;0,2;17,8
2992;MX-2021-142468;28/04/2021;03/05/2021;Classe padrão;PM-19510;Pedro Martins;Grande Empresa;Chihuahua;Chihuahua;México;Norte;MAT-EN-10002680;Material de escritório;Envelopes;Cameo Envelope kraft, Vermelho;1832,4;9;0;181,8
2993;MX-2021-161578;25/06/2021;27/06/2021;Primeira classe;AC-10390;Aline Correia;Varejo;Escuintla;Escuintla;Guatemala;Central;MÓV-CA-10001700;Móveis;Cadeiras;Novimex Cadeira dobrável, Vermelho;548,2;1;0;0
